Category,CounterSpeech,commentText,date,hasReplies,id,likes,numberOfReplies,timestamp,user,Community,replies
4,True,I from poland and im jew. I live in sweden and i have wen bullied by a nazi dog and stuff like that i even called the police but they didnt do nothing but whents a muslim got bullied and called the police then the police reacted on that very fast. And swedes are really racist,1 year ago,1.0,UgjYxG8qE63q5HgCoAEC,2,1.0,2017-01-05 16:24:13.956,LOVE GÄRIS,jews,[]
"1,8",True,"We did not see thewhole speech , this video makes  to show horrible and hate speech , we can't see the clear view by cutting video .",1 year ago,1.0,Ugj-QuzFrD4cWngCoAEC,0,1.0,2016-12-05 09:12:59.905,Ebraaheem Aseri,jews,[]
Default,False,Well said.. cameron. God bless you n your family.,1 year ago,1.0,UghhnIrNideM5HgCoAEC,0,11.0,2016-12-05 04:43:13.397,joseph phaomei,lgbt,[]
Default,False,I love Pastor Steve Anderson. His words aren't hateful. Death to all sodomites!,1 year ago,1.0,Ugi3ahRy2gptS3gCoAEC,9,5.0,2016-12-05 04:47:32.634,Marie Pinder,lgbt,[]
7,True,Amerikkka the land of the free! always have been free for all! always will be free for all!,4 months ago,0.0,Ugw6uQl-R8cpPXcMq4B4AaABAg,0,0.0,2017-08-08 04:46:31.898,Explore your Options,black,[]
Default,False,oh may gurddd the buddist control ze internet !!! is a conspiracy,2 years ago,0.0,Ugh3OHxtc6zEbHgCoAEC,0,0.0,2016-01-05 16:26:53.393,Arnisho,jews,[]
Default,False,"Some people are for it. Some are against it. Everyone is entitled to their opinions. As long as they are not out there slandering or trying to hurt anyone and speaking their mind with malice, nothing wrong with that. I can respect everyone's opinion. This man didn't say anything wrong and he was very respectful.",2 years ago,0.0,Ugg12lkFh9AV83gCoAEC,0,0.0,2015-12-05 04:45:00.648,Ashy Larry,lgbt,[]
Default,False,Can you understand that simple FACT?,4 years ago,0.0,UgxmsqHvSvHDUYp9Omt4AaABAg,0,0.0,2013-12-05 09:16:11.830,gary wersley,jews,[]
"7,9",True,LOL!  That's called police 101.  Everybody gets put in cuffs until they figure out what the hell is going on.  Morons.,2 months ago,1.0,Ugys_vgbvK8piFgOO3N4AaABAg,0,5.0,2017-10-13 05:30:10.339,Michael,black,[]
Default,False,youll burn in hell believe me my friend for ever!!!,10 years ago,0.0,Ugy1o3Kn_WfoKL9jBnd4AaABAg,0,0.0,2007-12-05 09:46:42.641,you r,jews,[]
9,True,YEAH AND YOU HAVE NO LOGIC AND NOTHING BACKING UP YOUR CLAIMS OTHER THEN THIS STUPID PREACHER WHO THINKS VIOLENCE IS THE SOLUTION TO EVERYTHING. PEOPLE LIKE YOU ARE DRAGGING THIS PLANET DOWN TO HELL.,5 years ago,0.0,UgyRpbEEn7U220nSJoN4AaABAg,0,0.0,2012-12-05 04:48:32.471,Nub12342,lgbt,[]
Default,False,"Piece is pathetic. He asked Cameron for his opinion, then criticizes him for giving it? Does it get more messed up??",11 months ago,1.0,UgivVnpYVbz1_XgCoAEC,5,2.0,2017-01-05 04:42:05.715,watcher4234,lgbt,[]
9,True,I hate white people,2 months ago,1.0,Ugw0mUANld-bUcnlEH54AaABAg,1,3.0,2017-10-08 04:46:02.515,infinite Participant,black,[]
Default,False,"Liberals always rant about how crooked the banks are, but they never asks themselves ""who runs the banks?""",2 months ago,0.0,UgzNuTVElv4_6DwBO3d4AaABAg,0,0.0,2017-11-05 16:22:40.174,Simon Says,jews,[]
Default,False,"When a Police Officer asks me for identification I will always respectfully comply without question. I don’t need to know why I am being detained. I respect authority. I respect all my fellow human beings. Police are human beings too! They are in a position that deserves my respect because they do a job that I myself would never be willing to do. Try FULL COMPLIANCE people! I promise, if you have not broken the law you have NOTHING to worry about. This all could have been so easily avoided. Why can’t people understand this? Comply respectfully and shut your mouth!",5 days ago,0.0,UgxYaUv2gkCPw59KYup4AaABAg,0,0.0,2017-12-03 04:45:43.010,V R,black,[]
9,True,"This is EXACTLY why people don't get involved anymore. 
 The only way to stay safe in America is to avoid contact with ALL cops at ALL times. They're the new Domestic Terrorists.",3 weeks ago,0.0,UgxyLX_tC0Rr-Yije6B4AaABAg,0,0.0,2017-11-22 05:29:43.102,Bryan Taylor,black,[]
Default,False,"The search for Truth must be never ending.We must always be asking questions.Those who think they have all the answers are Deluded.Those who try to stop people asking questions are Tyrants..A Fact you can't deny.When you die your body will bcome putrid,decompose.Bcome Dust.If anything of you survives death,perhaps it is your mind,consciousness or soul.It is the state of that that matters,no amount of ritual washing will improve it.",4 years ago,0.0,Ugy6ULRSUPMxoX4bAh14AaABAg,0,0.0,2013-12-05 09:16:05.338,gary wersley,jews,[]
Default,False,Sir we realize that you saved someone from a murderer trying to kill you and the victim but you assaulted the murderer in the process of him trying to kill the victim I have no choice but to arrest you.,3 months ago,0.0,UgyQA2iVJ6cSAtNlxW14AaABAg,0,0.0,2017-09-13 05:30:34.948,Mr Zoki,black,[]
Default,False,"Billions of people, believe that homosexuality is not only unnatural, it is a perversion.",10 months ago,1.0,UgjwpaQIzaYRJ3gCoAEC,0,28.0,2017-02-05 04:42:05.693,Ivan L,lgbt,[]
9,True,Racist police,3 months ago,1.0,UgzdnvQi8AfrDHb0n514AaABAg,0,1.0,2017-09-13 05:30:27.601,Albert Akilimali,black,[]
Default,False,She is funny,4 days ago,0.0,UgxzDCx45Znrs-i_YEx4AaABAg,0,0.0,2017-12-04 04:47:05.595,Stl Dancer,black,[]
Default,False,"I'm so clueless about gays and lesbians.
They always demand their own rights and privileges.
Then why do they attack Christians with discrimination and harsh treatment?",2 years ago,0.0,UgizMRTo-QCDiXgCoAEC,0,0.0,2015-12-05 04:45:43.969,wayne macle,lgbt,[]
Default,False,The first woman was hot. Give me a flyer!,2 years ago,0.0,UghL2GHA8RSXXngCoAEC,0,0.0,2016-01-05 16:24:30.876,John Kimmel,jews,[]
"7,9",True,how can people take her up in stage....she is one of the dumbest person in this world....I thnk even the president of Iran (belive me I hate that MF)...is more liberal,4 years ago,0.0,UgzHGExB1ooXz9PMhyd4AaABAg,0,0.0,2013-12-05 09:13:51.908,dontiburon,jews,[]
Default,False,"For Pete's sake, there was an altercation on the bus.  The police aren't mind readers.  They were restraining two men who were fighting.  They didn't know why.  Once they had the information, they released the man who had come to the girl's aid.  He wasn't arrested.   Not everything is about race.",1 month ago,0.0,Ugx3z5twexLbFaNBw6p4AaABAg,0,0.0,2017-11-13 05:29:54.782,VickiMRC,black,[]
Default,False,"that asshole should come live in East London amongst fucking muslims, he doesn't know the meaning of the word 'pushy'.",3 years ago,0.0,UghGG_XBBJkPmXgCoAEC,3,0.0,2015-01-05 16:27:08.150,Estelle Paull,jews,[]
Default,False,"procedure nothing to do with color, you race batters",2 months ago,0.0,Ugy4nrCMLIuYMNP665N4AaABAg,0,0.0,2017-10-13 05:30:11.863,Frankie Williams,black,[]
Default,False,jews are bankers.,7 months ago,0.0,Ugj1LoRz4fK6l3gCoAEC,1,0.0,2017-06-05 16:23:10.602,astrophysx,jews,[]
9,True,All cops are taught to be violent! Sorry bastards,2 months ago,0.0,UgzHEmN6_crPvYGbzy54AaABAg,0,0.0,2017-10-08 04:46:13.919,Tony Superman,black,[]
Default,False,"Do people not realise, that police are not the judges... I have not done anything wrong. Wow that's a new one, I guess the police have never heard that one. So I can murder someone, then tell the police I didn't do anything wrong and the police have to believe me. I'm not doing anything wrong, you disobeyed the police officer who nicely and calmly asked for your name and said if everything checks out you'll be on way. I know my rights, guess what the police know there rights, and your rights too. Also loved how he's crying out for people to help him I didn't do anything wrong. You made a nothing situation into more then it had to be. You taught your children to challenge the police and be disrespectful. Nice job.",2 months ago,1.0,UgxCsPLt-_L6J762W2B4AaABAg,0,1.0,2017-10-08 04:46:04.008,john gianfortune,black,[]
Default,False,"Well said brother Kirk Cameron. Living a life according to God's principles is how we as Christians define morality. The world uses a different set of principles based on what they believe is morality, which we know it is based on choosing the pleasures of the flesh rather than what God said is allowed. It all comes down to the decision of choosing which set of principles we believe. The world always is attacking our decision to follow God-even when word of God explicitly declares that it is a sin. Sure enough, most of these people ( those who are gay ) at one point in their lives choose to ignore the voice within them that told them "" this is not how it was intended to be""- I'm referring to marriage between two same-sex partners. Also, brother Kirk may God bless you, because the world is tired of Christians who attack the person. You, however, exposed the truth as when someone digs deep into a whole and with all love tries to rescue the persons in deceit. May God have mercy on the world, because we have all sinned, as Romans says.",4 months ago,0.0,Ugh1bvNnwFlwuHgCoAEC,0,0.0,2017-08-05 04:41:22.901,Abraham Rivera,lgbt,[]
Default,False,oh people wake up and read the quran you will find all answers that is happening in the world today.killings of non muslims.all are commanded in the quran...,5 months ago,0.0,UghGveocrtYQkngCoAEC,1,0.0,2017-07-05 09:12:59.342,Sachin Bundhoo,jews,[]
Default,False,I thought this was funny-I didn't find it offensive,2 months ago,0.0,UgywyDphsaq-mwsDrcZ4AaABAg,0,0.0,2017-10-08 04:48:13.049,Yo-saiFF CaleB,black,[]
9,True,Most cops are pigs and don’t care if you did the right thing,1 week ago,0.0,UgxyubaMEmccCwrGLkp4AaABAg,0,0.0,2017-12-06 05:29:37.176,Plant,black,[]
Default,False,"Homosexuality IS a Sin.
Unless you are a priest or vicar performing that act on a child. Then it's ok in the eyes of god but god is a cunt anyhow so he would think that. :)",1 week ago,0.0,UgyQ_-gWj9VKirZUfoV4AaABAg,0,0.0,2017-11-28 04:40:51.994,Zed1967,lgbt,[]
Default,False,"Read their datanic talmud you christian idiots...these dregs say Mother Mary was a whore and Jesus our beloved Messiah is in hell churning in excrement. Your masters the khazar jew states they have sexual rights to our babies

but im sure that wont hinder your worshipping israeliar fallace'",3 years ago,1.0,UgiMRWpethOkZ3gCoAEC,4,13.0,2014-12-05 09:13:00.301,Sajad Ali,jews,[]
2,True,can anyone muslim here nuslim explaun me if prophet was god child who created the world then how a poisen can kill that guys,10 months ago,1.0,UghVl0lXjRxzE3gCoAEC,0,1.0,2017-02-05 09:13:03.080,STARLINE WARCRAFT,jews,[]
7,True,Think he's mad now just wait until he finds out gods not real,5 years ago,0.0,UgyZN34h-ipkO04oKhR4AaABAg,0,0.0,2012-12-05 04:48:36.197,BadLieutenant17,lgbt,[]
Default,False,great answer by Kirk,6 months ago,1.0,UgibR5zDVf5NOHgCoAEC,0,1.0,2017-06-05 04:41:35.347,Rodrigo Licera,lgbt,[]
9,True,allah is a pimp who supplies 72 pussies,5 years ago,0.0,Ugxrd1TopiZtphNaX5F4AaABAg,0,0.0,2012-12-05 09:16:50.611,manohar babu,jews,[]
Default,False,if I was in there I would have told that old hateful man something. what an idiot.,1 year ago,0.0,UgjHgLgJcuKsnXgCoAEC,0,0.0,2017-01-05 16:24:22.368,Smoke Like Barbiie,jews,[]
Default,False,"sigh
What is 2017",1 month ago,0.0,UgwhBQVOJ8ZUPNeTU1d4AaABAg,0,0.0,2017-11-08 04:48:04.370,Aleecias Vlogs,black,[]
Default,False,All these acts can screw the businesses big time isn't?,7 months ago,0.0,UgjBLEmdXPEI-ngCoAEC,0,0.0,2017-06-05 16:23:10.586,Yagna T,jews,[]
9,True,let be make clear - sean is a schmuck,2 years ago,0.0,UggwSCrRAcNYangCoAEC,0,0.0,2015-12-05 04:47:22.215,toller retreiver,lgbt,[]
9,True,"I declare open season on all muslims! hah! They want jihad, they'll get jihad... but they won't like it, I guarantee you that

and this shitface is a doctor? Titles mean shit!",2 years ago,0.0,UgguJK3ndpt8hngCoAEC,0,0.0,2015-12-05 09:12:36.973,Arin Jäger,jews,[]
Default,False,"Why are they standing up for the jews ? 
Americans are really stupid. Watching Spielberg's gas chamber movies and automatically feel sorry for the jews.
Are they for real ? Jews are criminals just like the muslims.",10 months ago,0.0,UgjE5Xv5amAg1XgCoAEC,0,0.0,2017-03-05 16:23:25.742,Sam Attic,jews,[]
Default,False,damn ruight brother. the cult of Zionism must burn,5 years ago,0.0,UgyrbwewPa8KMOhwMd14AaABAg,0,0.0,2012-12-05 09:14:01.336,Relvolver64,jews,[]
Default,False,All u religious sheeps can suck my dick! That includes Jews Christianity Catholics Muslims Islamist Jehovah's witnesses and everyone else.. you're all idiots believing in anything.. brainwashed beyond fixing. Use your brain have your own piece of mind,2 years ago,0.0,UgjnRB0SPrhVfXgCoAEC,2,0.0,2015-12-05 09:14:17.737,WeAreTheFuture25,jews,[]
Default,False,Lol. I've never even heard of antisemitism in America. What stereotypes do they have here? Rich and smart?,1 year ago,0.0,UgjydW3dg3j5NngCoAEC,5,0.0,2017-01-05 16:23:31.682,Mysteryskatin,jews,[]
9,True,i hate those cops they are to much to arrest innocent black people i want to punch them..,2 months ago,0.0,UgyIlOo8_qmSB6QCTu94AaABAg,0,0.0,2017-10-08 04:46:16.399,Mujin Park,black,[]
9,True,"Christ, what an asshole.",4 years ago,0.0,Ugy1OO4Y6M9lHD9SMll4AaABAg,0,0.0,2013-12-05 04:47:59.327,vudu kungfu,lgbt,[]
9,True,"Prophet Muhammad was a sexual pervert, a thief, a child molester who beat women because he was a punk.  Just like the man giving this speech is a punk, a pervert, a thief, a liar and a devil worshipper.",7 months ago,0.0,UghTgFSh6V93mHgCoAEC,0,0.0,2017-05-05 09:12:27.406,Wayne Bursch,jews,[]
Default,False,"True brother, Muhammad was a sexy person he had sex with a 9 years old girl child and when he was young he had sex with a old lady of age of 54 years, not even this he also had sex with a dead body which was lying in the grave. And it is true..According to your quaran.",5 years ago,0.0,Ugy_zRGv6ABeGW8tzVB4AaABAg,0,0.0,2012-12-05 09:16:56.046,Rakesh Jacob,jews,[]
Default,False,I'm a successful Jew. I fuck a new chick every week,1 year ago,1.0,UgiAI_zltx61lHgCoAEC,2,3.0,2017-01-05 16:24:06.787,Fragrance Station,jews,[]
Default,False,just hate jews that are in Israel.. they are all racist..  killers..,2 years ago,0.0,UghMZKhi7b6FXHgCoAEC,0,0.0,2016-01-05 16:25:52.220,Steve Harrington,jews,[]
Default,False,"It's not that it's offensive, Nicole. It's that it's not funny.

Also I don't know who your video editor is but fire them holy shit those cuts",2 weeks ago,0.0,UgybmRrNO80137qfltZ4AaABAg,0,0.0,2017-11-24 04:47:17.612,Jordan Lewis,black,[]
Default,False,Like with anything else.  Until they get the whole story people are held.  And he was released.,1 month ago,0.0,UgwDwD0HkBLIIcoFx214AaABAg,0,0.0,2017-11-13 05:29:48.996,Jack Adkins,black,[]
Default,False,"""For this reason God gave them up to vile passions. For even their women exchanged the natural use for what is against nature. Likewise also men, leaving the natural use of the women, burned in their lust for one another, men with men committing what is shameful, and receiving in themselves the penalty of their error which was due."" -Romans 1:26,27",3 months ago,0.0,Ugz2PwIzgSQPB3NEFWd4AaABAg,0,0.0,2017-09-05 04:41:12.779,Sanjeev Saju,lgbt,[]
Default,False,@brogstar0161 there's 1.5 billion (and growing) of them so called smelly cunts... I wouldn't piss them off if I were you. Or you'll be wearing a burkha before you know it.,6 years ago,0.0,UgzqjveRjP_Hae5NJb54AaABAg,0,0.0,2011-12-05 09:17:33.675,Omnislash2000,jews,[]
Default,False,😂,2 months ago,0.0,UgwN5XQEOZhKgDJ2BCB4AaABAg,0,0.0,2017-10-08 04:48:07.743,PrepperTwins !,black,[]
Default,False,i hate people.,1 month ago,0.0,UgzfKmF4wy5DTa2nU5J4AaABAg,0,0.0,2017-11-08 04:45:51.191,Peggy Potts,black,[]
Default,False,IF A SMART NIGGER IN THE LIKES OF NIKOLA TESLA EVER EMERGED THEN I WOULD BELIEVE  NIGGERS TO BE CAPABLE OF ERECTING SUCH GREAT COMPLEX AS THE GREAT PYRAMID OF GIZA.......NOW I AM NOT TALKING ABOUT MIXED NIGGERS I AM TALKING ABOUT REAL BLACK NIGERS........MIXED NIGGERS LIKE ....Neil deGrasse Tyson.....HE IS MIXED THAT IS WHY HE AINT NO HOOD THUG NIGGER.......BUT EVEN HE IS NOT SMART LIKE NIKOLA TESLA......BLACK BOY TYSON DEGRASSE IS JUST A WANNA BE CARL SAGAN FROM COSMOS.............NIGGERS LACKS CARL SAGAN'S INTELLECTUAL ABILITIES.............ZZZZZZZZZZZZZZZZZZZZ YAWN........................I DOUBT IT IN A MILLION YEARS........ANY NIGGER MIXED OR NOT WILL BE AS SMART OR SMARTER THAN NIKOLA TESLA.,1 month ago,0.0,UgzFw4w_LQ-o98pnUpl4AaABAg,0,0.0,2017-11-08 04:47:57.404,albert pike,black,[]
Default,False,I hate orthadox Jews I don't blame Muslims & white supremacists for their hate fuck them all.,1 year ago,0.0,UghXT2sjJbVEmngCoAEC,0,0.0,2017-01-05 16:24:22.414,Eduardo Lara,jews,[]
Default,False,cant understand a dang thing! لا يمكن أن يفهم شيء دانغ,5 years ago,0.0,UgyOfBmRnUlM9K3R7sB4AaABAg,0,0.0,2012-12-05 09:17:11.336,Noel P,jews,[]
9,True,"This girl is the worse than Donald
Trump and an asshole",1 month ago,0.0,UgwugOBaYxAnx8nwEgd4AaABAg,0,0.0,2017-11-08 04:47:59.118,Jason Banye,black,[]
Default,False,Jews are cunts,1 year ago,0.0,UghHWD2svhxdmXgCoAEC,1,0.0,2017-01-05 16:23:33.783,Shaid Nawaz,jews,[]
Default,False,But his nationality is American....?  It's a pet peeve of mine when people use the wrong words for that.,2 months ago,0.0,UgxOzCGQT2MAxay5YW54AaABAg,0,0.0,2017-11-05 16:22:41.720,Ashley Wood,jews,[]
Default,False,Is the supreme court black mailed?,2 years ago,0.0,UghDiYovZeLzt3gCoAEC,0,0.0,2015-12-05 04:47:27.419,David Williams,lgbt,[]
7,True,I lost brain cells watching this lord have mercy,1 month ago,0.0,UgwGCvFk1e4EMjIa-qZ4AaABAg,2,0.0,2017-11-08 04:47:50.487,Pariness,black,[]
Default,False,"There is nothing wrong with what the preacher said.  Sure the punch thing went too far, but It was probably hyperbole.  Physical discipline is not child abuse, only a decadent society would believe so.  Anyone who is offended by this video is brainwashed by hollywood.",4 years ago,0.0,UgwspOBhjFT7EvR0pMN4AaABAg,0,0.0,2013-12-05 04:47:50.770,Leopard-King,lgbt,[]
Default,False,"all disblivers .....
think upon ur saying and regret for those words you said against the create of everything.........
u have ur messengers follow them and don't listen to the others......",2 years ago,0.0,Ugg7WLfExMvvfXgCoAEC,1,0.0,2015-12-05 09:13:36.780,Burhaan Wolf,jews,[]
9,True,So many Muslims in the comments...I just wanna say: This isn't about you. Fuck off.,2 years ago,0.0,UgiISwb6JGddgHgCoAEC,3,0.0,2016-01-05 16:24:29.024,אתאיסט יהודי The atheist Jew,jews,[]
"2,8",True,"Why are the Jews blamed for everything? because most people believe in fabricated lies told through history? Because the Jews ""killed Christ"" even though Christ was Jewish? Because they run banks and run front of media? they are evil because of this? no, your evil for putting all the members of a certain religion into one group, and calling them ""Evil"" because of the lies you have heard. It would be like if I grouped all the people of Islam and said ""They are all a bunch of child molesting, gay murdering morons."" Sounds pretty wrong, doesn't it? Well, if I did the same thing but with Jews, its ok. When will society learn just to accept those who are different?",9 months ago,0.0,Ugih0nT8ZIsshXgCoAEC,0,0.0,2017-04-05 16:23:24.523,ConservativeJew,jews,[]
4,True,ok sorry... as a transgender ftm there is NO way that a 1st grader knows their gender identity. but  Jeff Mateer is literal satan,2 months ago,0.0,UgwBc_nO1fI1aGTQ4Gh4AaABAg,0,0.0,2017-10-05 04:45:20.293,Drew David,lgbt,[]
Default,False,He wasn’t arrested he was detained,2 months ago,0.0,UgxGytDjmcFwmOHEcwp4AaABAg,0,0.0,2017-10-13 05:30:07.839,Excommunicado89 Kuahana540,black,[]
Default,False,"...&most conspicuous was the statue of Hebal,of red agate,holding in his hand 7arrows,without heads or feathers,the instuments& symbol of profane divination.This statue was a monument of Syrian arts,the devotion of the ruder ages was content with a pillar or a tablet,& the rocks of the desert were hewn into Gods or alters,in imitation of the BlackStone,which is deeply tainted with the reproach of an Idolatrous origin...Muhammad seems to have adopted these rituals & BlackStone from Pagans..",4 years ago,0.0,UgwKdSsPEldvKwPBrit4AaABAg,0,0.0,2013-12-05 09:16:12.857,gary wersley,jews,[]
Default,False,"Well I mean duh. Great job for preventing a dude from creeping on a teenage girl, but I mean you beat the crap out of the dude. He was bleeding pretty bad and there's a bunch of cops there. When you're all riled up and you say you punched the dude in the face, they've got to look at that as assault. That has to make sense. Don't act like it's a racist thing. You're a potential criminal regardless of what color you are. You know the truth and you have witnesses. The rapey sob will hopefully go to jail and you'll be fine",2 months ago,0.0,Ugw2iUjZWvi3STI4Tkl4AaABAg,0,0.0,2017-10-13 05:29:59.670,Andrew M,black,[]
Default,False,"I just want you to know something i am not against you per say, i am against you preaching here just as you are against me preaching there or in whatever christian country you have occupied. And as long as you try to create peace, thats what we all want, if you dont want that then keep on hating.",4 years ago,0.0,UgxocaS6i93t-SUrlpd4AaABAg,0,0.0,2013-12-05 09:13:05.499,Soloman1001,jews,[]
Default,False,@TheCourageous33 Then worship the creator alone..and stop ascribing sons to him.,6 years ago,0.0,UgxtLL1W_WmMGl4tbhB4AaABAg,0,0.0,2011-12-05 09:17:33.715,SufiLove,jews,[]
7,True,"look at above video, an evolution incompleted retard barking, and fools jumping up and down. islam and peace, hahaha. muthafukkaa",4 years ago,0.0,UgzyX0gcWEpRiaGeAKl4AaABAg,0,0.0,2013-12-05 09:16:16.743,true believer,jews,[]
Default,False,"And fuk you on the ""if he was white shit"", you Guys are playing into the race war. ""Race is a factor"" fuk you... bullshit",3 months ago,0.0,UgztzGenO1UH1qCYd5R4AaABAg,0,0.0,2017-09-13 05:30:29.606,Jaxon1127,black,[]
Default,False,allahu ackbar,2 years ago,0.0,UggXSYl1yc54qXgCoAEC,0,0.0,2015-12-05 09:12:54.102,i`m farting,jews,[]
"7,3",True,Please let me know when Kirk Cameron shoots up a gay nightclub and murders more gays than any singular event in American history.. Until then I'll just keep my focus on homicidal Islamic Homophobia and not worry about pettiness like Mike Seaver's personal opinion of marriage,7 months ago,0.0,UghcOCr2rX8G3XgCoAEC,0,0.0,2017-05-05 04:41:44.101,James Roche,lgbt,[]
Default,False,Aren't they the same crowd of people who helped the blind lady and man getting cheated on with change at this same bakery . This wwyd program is real fishy now,1 year ago,0.0,UggOHNvkuXT7RHgCoAEC,0,0.0,2017-01-05 16:23:52.238,jeweljellyjolly,jews,[]
Default,False,u can see many people becoming obsessed with their status once they found out that they have a great influence on the people.. u see them in many countries.. but the prophet just only carried out what was instructed to him by Allah swt.. the followers of other prophets were little compared to the great prophet.. Allah knows what He says about the jews becos even the jews were being created by Him.. but the jews insisted upon the laws of evil and so Allah has put a curse on them..,4 years ago,0.0,Ugw7mJdLWW2gi9kD1HN4AaABAg,0,0.0,2013-12-05 09:16:05.282,semarakapini kampung,jews,[]
Default,False,Thank you for speaking your mind Kirk Cameron!! Don't let people tell you you're wrong to believe what you believe!,10 months ago,1.0,UggeA34RnVRmjngCoAEC,2,5.0,2017-02-05 04:42:05.697,Elizabeth P.,lgbt,[]
9,True,What a fucking cunt why is this fucker even allowed to say a word IMO... Fucking whack job,4 years ago,0.0,UgzN7XECOnM_ZCUgNGN4AaABAg,0,0.0,2013-12-05 04:47:43.608,Darksider95,lgbt,[]
9,True,"This animal need to be taken to either mental hospital or jail, isolated from any human being.",7 months ago,0.0,Ugg9PEZow6sVsngCoAEC,0,0.0,2017-05-05 09:12:27.403,Hagop Toroyan,jews,[]
4,True,Did he just call him self Jesus Christ I have faith in Jesus and I’m gay I accept Jesus I’m not going to hell,4 months ago,0.0,UgxfR_w8nr-7Ujsz5x14AaABAg,1,0.0,2017-08-05 04:47:07.049,Rylan Ray,lgbt,[]
9,True,what an ignorant bitch....,4 years ago,0.0,Ugx06GWlQWMcC5FCrnd4AaABAg,0,0.0,2013-12-05 09:13:57.482,Andrew,jews,[]
2,True,"I'd like to re-iterate.  This man does not represent true Christianity.  A pastor, let along a true Christian, would never wish hell on anybody.   Steve Anderson is not a preacher, pastor or whatever.  He is a deceiver and people should stay away from him.",2 years ago,1.0,UgiRn60Vc3k48XgCoAEC,33,15.0,2015-12-05 04:45:48.559,Charles Mumpower,lgbt,[]
Default,False,"A Muslim cannot be a terrorist but a terrorist can claim to be a Muslim.IslamicTerrorists claim to be guided by HolyScripture,the Koran.They seem to think their God approves,just as Moses  God approved of the slaughter of those who did not worship Him,as He also seems to have approved of the slaughter carried out by Muhammad in his efforts to enforce his new faith.",5 years ago,0.0,Ugyfg0_u0pRVnP0IEUB4AaABAg,0,0.0,2012-12-05 09:16:36.358,gary wersley,jews,[]
Default,False,"Romans 1:24-18,32, “Wherefore God also gave them up to uncleanness through the lusts of their own hearts, to dishonour their own bodies between themselves: Who changed the truth of God into a lie, and worshipped and served the creature more than the Creator, who is blessed for ever. Amen. For this cause God gave them up unto vile affections: for even their women did change the natural use into that which is against nature: And likewise also the men, leaving the natural use of the woman, burned in their lust one toward another; men with men working that which is unseemly, and receiving in themselves that recompence of their error which was meet. And even as they did not  like to retain God in their knowledge, God gave them over to a reprobate mind... Who knowing the judgment of God, that they which commit such things are worthy of death, not only do the same, but have pleasure in them that do them.”",2 years ago,0.0,UgiTfe4YAIKRDXgCoAEC,1,0.0,2015-12-05 04:45:57.583,Libertarian Prince,lgbt,[]
Default,False,Hallelujah !!! Praise the Lord for Steven Anderson ... A bold preacher of Gods word!!! God hates homos and trans . Romans 1,10 months ago,1.0,Ughs4h0K7my_nngCoAEC,10,4.0,2017-02-05 04:45:18.694,SUNRISE MEDIA,lgbt,[]
Default,False,"I still don't get it, how the jews have a race of their own... hahahhahahaAren't they white folks?! Please, someone, tell me how you recognize a jew by the appearance. I'm dying to know...",7 months ago,0.0,UggfmbCaWl9hgXgCoAEC,0,0.0,2017-06-05 16:23:10.594,ian kleinschmidt,jews,[]
9,True,"Manning, atlah church is a turd",1 year ago,0.0,Ugg1UVmzVJnYbHgCoAEC,0,0.0,2016-12-05 04:47:06.775,David ManningIsCrazy,lgbt,[]
Default,False,A Gentile & a Jewish now that's beautiful...,1 year ago,0.0,UggYKmOALqibfngCoAEC,0,0.0,2017-01-05 16:23:52.304,Rogelio Acevedo,jews,[]
"2,1",True,"I think that all sane and rational people should ask the question,
 ""What kind of man is it that curses and hates his fellow man?"". Then ask yourself, what kind of God is it that curses and hates some men? We can clearly see it was Muhammad who hated Jews,not God..Muhammad probly hated Jews bcos they did not accept him as a prophet of the God of Moses. Jews seem to have realised that Allah, the tribal High God of the Quresh, Muhammads tribe, was certainly not their God. They also probly rejected Muhammad bcos for some reason apparently unknown to Muslims, he also revered the famous Black Stone at Mecca, which was probly a religious symbol of the tribe of Quresh. Jews never revered or worshipped stones or other such objects.
(Except the BrazenSerpent on a pole, created by Moses,Num21:9..Later destroyed as an idol by Hezekiah.)
Muhammad probly had to keep the Black Stone at the time he destroyed all other Pagan religious symbols, bcos he knew what it meant to his tribe, and he needed to keep them on his side..
 It appears that, just as early Christianity adopted some Pagan elements into the faith, so did Muhammad, in attempt to win converts....",3 years ago,0.0,Ugh-z-d7ob4nh3gCoAEC,0,0.0,2014-12-05 09:14:24.680,gary wersley,jews,[]
8,True,"Why do so many people hate Jews? The Jews are an amazing people, whenever there is progress in this world there are always Jews behind the progress that is improving this world we live in. Anti Semitism needs to stop. Okay sure what Israel is doing to the Palestinians is evil and unacceptable but that is like hating German people based on the Nazis, it is very ignorant and it needs to stop and I bet most Jews outside of Israel condemn Israel's actions.",2 years ago,0.0,Ugg2vstFNmxqJHgCoAEC,0,0.0,2016-01-05 16:25:52.198,Timothy Ramirez,jews,[]
9,True,watching this makes me want to murder police,5 months ago,0.0,UgihF4NcroPK13gCoAEC,0,0.0,2017-07-08 04:46:47.751,jacob campbell,black,[]
Default,False,4:25 - found the neocon,1 year ago,0.0,UgiGZj6M7Sq4jngCoAEC,1,0.0,2017-01-05 16:23:28.760,W A,jews,[]
7,True,steve anderson is having a lot of sexual tension for a male,1 year ago,0.0,UgiWg9f3D1kg9HgCoAEC,1,0.0,2016-12-05 04:47:26.258,Decipher Code,lgbt,[]
