Category,CounterSpeech,commentText,date,hasReplies,id,likes,numberOfReplies,timestamp,user,Community,replies
9,True,dr zakir huh well belief islam negates every degree eyes would never consult muslim doctor two philosophies medicine islam incompatible muslim + degree = less,1 year ago,0.0,Ughi3AYsdWvu7XgCoAEC,0,0.0,2016-12-05 09:13:08.207,Vance Von Vilford,jews,[]
Default,False,guys get dumber every video watch even said released scene lol,2 months ago,0.0,Ugz6hx50B5hDgVl1Hy94AaABAg,0,0.0,2017-10-13 05:30:03.439,Shane Maitland,black,[]
5,True,wtfits happening world,3 months ago,0.0,UgwEEF8qknowGtygeyB4AaABAg,0,0.0,2017-09-13 05:30:18.771,Sheryl Carrasco,black,[]
Default,False,criticises jews rejected prophets wrong quran quran isnt banned,1 year ago,1.0,UgjLWQAKOC2h63gCoAEC,3,2.0,2016-12-05 09:13:01.703,Jeff Mitchell,jews,[]
Default,False,bs,4 years ago,0.0,Ugzoy2NG9LJjMFaC5j94AaABAg,0,0.0,2013-12-05 09:16:16.694,Norman Krieger,jews,[]
Default,False,david mitnick never reproduce long live hysterectomy years ago,6 months ago,0.0,Ugi3ss_eaprH0HgCoAEC,0,0.0,2017-07-05 16:23:08.691,Cheryl Keil,jews,[]
Default,False,cult leader muhammad way first muslim stated quran completely destroys called islamic religion confirms islam history muhammad,5 years ago,0.0,UgyIH9RPqcga6tHF3g94AaABAg,0,0.0,2012-12-05 09:13:19.188,Soloman1001,jews,[]
Default,False,laws god written heart mind feel wrong contemplating minds know done wrong jesus gods messenger said know god things yet many deny jesus sacrificed bring truth saved faith follow teaching christ turn truth hearts reveal many deny bound contempt forefathers,6 years ago,0.0,Ugyw4Wjobj6l-elEgrh4AaABAg,0,0.0,2011-12-05 09:17:20.128,SeekTruthinLight,jews,[]
Default,False,thought kirk extremely well spoken opinion completely accurate good,2 years ago,1.0,UggqhDIrBcohQ3gCoAEC,1,1.0,2015-12-05 04:44:29.936,TJ Anderson,lgbt,[]
Default,False,must producers episode reasons hate whitey especially ones arent jewsyou jews gone nothing like natives helped nuremburgi know history know financial markets history toothe fcc history banking history last years biggest predators shyloc planetthe jewjerry springer good example never worked day life hes worth millions prays others makes money problemsmost television entertainment industry run jews preying others talent workits teachings deal races religions unless money,8 months ago,0.0,UggHgCQoDVwKQHgCoAEC,0,0.0,2017-05-05 16:23:21.250,hot rod daddy,jews,[]
9,True,love narrow minded idiots always talk america invisible super sky would chalk lines earths surface fucking ignorant scared little,1 year ago,0.0,Ugh0ru6zT5bIY3gCoAEC,0,0.0,2016-12-05 04:45:41.976,Gordon Irvine,lgbt,[]
Default,False,gay phoenix doesnt bother say,1 year ago,0.0,UgiS2CpJ0Y5x5XgCoAEC,0,0.0,2016-12-05 04:43:31.793,JESUS CHRIST IS KING YASHUA,lgbt,[]
Default,False,bush republicans created iraq rome killed jesus jews jesus jew,1 year ago,1.0,UgjaBXQpslxI63gCoAEC,4,1.0,2017-01-05 16:23:45.349,USA_Vegas 702,jews,[]
Default,False,dont get racist 🤷🏽‍♀️ mean funny either racist 🤷🏽‍♀️,1 month ago,0.0,UgzIFJprxX9EAf0MIxx4AaABAg,0,0.0,2017-11-08 04:47:54.121,Elyz Rosa,black,[]
9,True,guy fucking stupid,2 years ago,0.0,Ughdo70iN6ssF3gCoAEC,0,0.0,2015-12-05 04:45:21.410,RS Night,lgbt,[]
5,True,breaking adult tears destroy black spirit shameful,7 months ago,0.0,UggB9OxNs9hCGngCoAEC,0,0.0,2017-05-08 04:47:03.219,Blueberry 012,black,[]
Default,False,would okay deny zionists,2 years ago,0.0,UgjSUSXpl3wCzHgCoAEC,0,0.0,2016-01-05 16:26:32.106,SuperSam424,jews,[]
Default,False,heroes world humans,1 month ago,0.0,UgwD020eIdqLhVLOjLd4AaABAg,0,0.0,2017-11-13 05:29:50.233,Hn-8179 -,black,[]
Default,False,thehinduzionist talk allah like human god created world created adam hawa worship god allah gon make go heaven worship mean lose plz go lurn islam read quran english even interessted islam last religion god created islam means peace peace religion god allah,6 years ago,0.0,UgyhOCHaLuLcGLuy5-x4AaABAg,0,0.0,2011-12-05 09:17:29.456,Abdeshafi Kharrate,jews,[]
9,True,dharmn fu€k police,2 months ago,0.0,UgxNsIxo4lmevUqsFsx4AaABAg,0,0.0,2017-10-08 04:46:18.002,James Daniel,black,[]
Default,False,finally preacher wont back attacks wicked td olsteen etc notes grow gospel gonads like pastor anderson,1 year ago,0.0,UghBIBuHx6BCuHgCoAEC,0,0.0,2016-12-05 04:47:30.499,Rip Van,lgbt,[]
Default,False,bully brave honest prophet dont belong church always worth listening true patriot jewish organized crime,2 years ago,1.0,UgiFni8JBGJovngCoAEC,41,9.0,2015-12-12 10:12:19.192,sun Tao,jews,[]
1,True,commanded murder god never supported murder selfish reasons hid behind religion even though commandment says thou shalt murder,5 years ago,0.0,Ugw7fmAwUMpCeaHHNQh4AaABAg,0,0.0,2012-12-05 04:48:23.985,yusuke urameshi,lgbt,[]
Default,False,ways us abusing bye cops gods going,4 months ago,0.0,UggUnIW3WMt1OXgCoAEC,1,0.0,2017-08-08 04:46:33.919,Oral Bell,black,[]
Default,False,last stand punk ass clips seen happened video started said sitting doesnt mean think,1 month ago,0.0,Ugiy2puk8qMsr3gCoAEC,0,0.0,2017-11-08 04:45:56.078,Christopher Thomas,black,[]
Default,False,would simply said dont post fliers store windows outside business scope continue tell either buy something leave dont leave around counter pick throw keep skull cap use kike mean cake lol,2 years ago,0.0,UgjnhZZT7xkqA3gCoAEC,0,0.0,2016-01-05 16:26:40.811,Paul Brocker,jews,[]
Default,False,homosexuality azz faggots,1 year ago,1.0,UgjKJ5VNp_R6RngCoAEC,0,1.0,2016-12-05 04:43:49.574,Chally Boyy SRT8,lgbt,[]
"2,7",True,allahs curse jews seems backfiring allah muslims compare contributions made jews muslims science past century noble prize winner science muslim laureates physics= chemistry= medicine= jews laureates physics= chemistry= medicine= population muslims= jews= based population muslims least noble prize winners media bias muslims given noble prizes koran full uptodate scientific facts yet discover relatively easy muslim scientist get noble prize bias,3 years ago,1.0,UggZpGhnAH3bkXgCoAEC,17,3.0,2014-12-05 09:15:02.571,Watel Pooket,jews,[]
Default,False,fk anti shemi,2 months ago,0.0,UgyMMqESk67UZf-LhhV4AaABAg,0,0.0,2017-11-05 16:22:43.123,netanel ben shitrit,jews,[]
Default,False,themehdiiscoming need give us eviodence bible corrupted quran much wrong example mary mother yeshua moses sister lmao wonder arab jews refused join moon god cult,5 years ago,0.0,UgxTI9kNywZN6eiyc_F4AaABAg,0,0.0,2012-12-05 09:17:08.840,kidsarocker,jews,[]
Default,False,brainwashed useful idiots,1 year ago,0.0,Ugh1zuGho4sz7ngCoAEC,0,0.0,2017-01-05 16:23:33.822,J. P.,jews,[]
"5,9",True,jesus fucking christ hate christians like hate filled asshole disgusting people congregation encouraging poor behavior,4 years ago,0.0,Ugw4R7_4pcie1A3YxtJ4AaABAg,0,0.0,2013-12-05 04:47:40.083,Mindy Cason,lgbt,[]
Default,False,damn mike turned complete moron,2 weeks ago,0.0,UgyejFXF_OOjb5qXZLR4AaABAg,1,0.0,2017-11-21 04:40:52.060,StevenMighty,lgbt,[]
Default,False,hinduschristiansjewsjainsbudhists etc follow koran therefore allah curse follows muslims entitled kill moslem logic numero,4 years ago,0.0,UgxEtf6U6ADxNXY51Ex4AaABAg,0,0.0,2013-12-05 09:16:25.342,Maxwell China,jews,[]
8,True,wan give hug,2 months ago,0.0,UgwxUZlVcLOJ9Gagd0V4AaABAg,0,0.0,2017-10-13 05:30:03.470,Flippity floppity the schools shooter spotted me,black,[]
9,True,fuck racist dude receding fucking hairline someone ’ swung ass,1 month ago,0.0,UgyCX48gSgZx9lwEHxl4AaABAg,1,0.0,2017-12-05 16:22:35.571,Tevinter,jews,[]
Default,False,sura says crucifixion jesushow gon prove god mosses allah,4 years ago,0.0,UgzdgimakBwNXse-nIN4AaABAg,0,0.0,2013-12-05 09:16:23.053,ajith kumar,jews,[]
9,True,shut tf please,2 weeks ago,0.0,Ugw_QzPfu2I3y5R2vt54AaABAg,0,0.0,2017-11-24 04:47:17.567,Amariyanna Smothers,black,[]
Default,False,even jesus pbuh wrote lot falsely shabbath b p jesus magician fool mary adulteress sanhedrin b p mary whore jesus balaam evil yebamoth b p jesus bastard born adultery,6 years ago,0.0,UgzJH7vy4eTtYa_fNdZ4AaABAg,0,0.0,2011-12-05 09:17:20.138,Orsan13,jews,[]
5,True,narrow minded superstitious nonsense,1 year ago,0.0,Ugi1HpKCxNW7HHgCoAEC,0,0.0,2016-12-05 09:13:17.944,Transcendent Cthulhu,jews,[]
Default,False,ive never profiled,5 months ago,0.0,Ugj82jfsU3ISNXgCoAEC,0,0.0,2017-07-08 04:46:45.724,Death Pool,black,[]
Default,False,amen god real anything could possibly imagine unbelieving people never see truth blinded world live shroud darkness encompasses believe share testimony written cast pearls swine render back unless open heart never see gods world first must believe showing truth understand us crazy christians talk day day matter day jesus died weather believe eyes god matter jesus died,1 year ago,1.0,UggY66B1Kptum3gCoAEC,2,5.0,2016-12-05 04:43:43.055,mike humphrey,lgbt,[]
Default,False,gay wrong,3 weeks ago,0.0,UgwCTO7GMMSucfDVlHx4AaABAg,0,0.0,2017-11-14 04:40:57.145,Marcos Marval,lgbt,[]
Default,False,sieg heil allahu akbar,1 month ago,0.0,UgzrMWSqtoys1CtQKHp4AaABAg,0,0.0,2017-11-05 09:12:50.307,Josef Mengele,jews,[]
Default,False,homosexuality,11 months ago,1.0,Ugj0xqALxiZ_fXgCoAEC,2,1.0,2017-01-05 04:42:08.889,multicultural blood,lgbt,[]
Default,False,guy legend every right opinion respect tf john judge guy,1 year ago,1.0,UghCpH8C6NqHd3gCoAEC,10,12.0,2017-01-05 16:23:59.498,Stef0,jews,[]
Default,False,problem many jews support multiculturalism europe massively time refuse concept regarding israel,1 year ago,0.0,Ugi4brOPOX7SPXgCoAEC,0,0.0,2017-01-05 16:23:42.291,Mark Nante,jews,[]
Default,False,first god islam god judaism christianity second thats excellent idea learn islam taught exemplary person prophet muhammadpbuh example model islamic principles conduct,4 years ago,0.0,UgwtSOSEHHxPyqk3Fbt4AaABAg,0,0.0,2013-12-05 09:16:10.744,Mohammed Ibrahim,jews,[]
8,True,literally started cry watching damn disgusting,1 month ago,1.0,UgwCFdi_Qu7Jev7ekTx4AaABAg,14,2.0,2017-11-08 04:45:57.315,Saintfather SugaWilliams AdamsIII michaelaStorm1,black,[]
Default,False,gas chambers never took place soap thing myth,1 day ago,0.0,UgxiGkIqIAzb5obmu1t4AaABAg,2,0.0,2017-12-11 10:12:12.547,Jean Racaille,jews,[]
2,True,may unnatural civilization ever destroyed gay people simply humanity violent destructive rise fall civilizations empires nothing sexuality history= zero minus,1 year ago,1.0,UghMYX2BU9DlqXgCoAEC,0,1.0,2016-12-05 04:43:19.275,Truth Seeker,lgbt,[]
1,True,true havent read bible since stopped going sunday school however god create bible god homophobic sexist racist exception two marys women bible either sexual objects working devil least corrupted individual says women made kids raise serve husbands heaven hell real chances going hell since pansexual autistic according couple preachers defective due condition sexuality riddle lust sent hell feeling however god good cant feel lust meaning doesnt know like ergo omnipotent know lust like good,2 years ago,,Uggz9_LpucYaGngCoAEC.81bTHa1xW3G7-Qe7E5_sXJ,0,,2015-12-05 04:45:59.594,Megan Peoples,lgbt,[]
Default,False,replay animals go around exhibiting homosexuality behavior well truth dont know better animals go around humping anything gets leg male girl stuff animal pillow anything humans know better created god fruitful multiply let see two menwomen real truth homosexuality life choice someone chooses live life style go right ahead dont try change way others believe think,5 months ago,1.0,UgjlprTzsowpZXgCoAEC,1,3.0,2017-07-05 04:41:30.825,Jo,lgbt,[]
8,True,hi bless bani israel amin,1 year ago,0.0,Ugh8cnfOy-omYXgCoAEC,0,0.0,2016-12-05 09:12:54.064,Tamara Sadykova,jews,[]
5,True,please read karl marx said religion specifically islamhe right remain right foreverreligion like pacifying oppressed class get chance challenge ruling classand islam spreading permanent hatred particular group ppl,4 years ago,0.0,UgwiinwLkNbv-A0NoXZ4AaABAg,0,0.0,2013-12-05 09:16:01.318,Ranjan Kumar Rath,jews,[]
Default,False,lol fags dirty gay women compartmenatlized bullshit accompanies deviant behavior treatment common sense aint common however research homosexuality genetically dictated homosexual practices would identical similar cultures enormous range diversity homosexual practice customs different cultures within cultures argues would similar percentage homosexuality cultures homosexuality unknown cultures mandatory others hmm like said time time gays mde born born gay sex attracted condition conditions made,2 years ago,0.0,UgjZWxwvIhEDbHgCoAEC,0,0.0,2015-12-05 04:45:11.826,Tariq Gibrael,lgbt,[]
Default,False,blackn police well herethey stabilize shitu cant cry racist shit time cuz makes reap problems seem minor,3 months ago,0.0,UgzPJi_62qEn-Uhhrxd4AaABAg,0,0.0,2017-09-13 05:30:18.785,Jason Fitzgerald,black,[]
"1,9",True,allah curse jews pedophile muhammad jews refused follow mans cult,3 years ago,0.0,UggGGyPnZRZh93gCoAEC,12,0.0,2014-12-05 09:15:02.580,Islam Twofaces,jews,[]
Default,False,dont understand people use liberal insult liberal view equality fairness,4 years ago,1.0,UgjV0sM8QnioEngCoAEC,0,1.0,2014-01-05 16:27:45.247,Jamie Acton,jews,[]
5,True,people treated like humanity happened makes black people different arrested ive given humanity,4 months ago,0.0,UgztRDz5icivE4AJysV4AaABAg,0,0.0,2017-08-08 04:46:31.882,Ruberta's Channnel,black,[]
Default,False,homosexuals wrong,3 weeks ago,1.0,Ugzof_NgunRvSZUOM9x4AaABAg,0,1.0,2017-11-14 04:40:57.151,MountainMash,lgbt,[]
Default,False,inputbroos gods top rated comment guys nuts,6 years ago,0.0,Ugw4ZxYdT6SBF5cvo6N4AaABAg,0,0.0,2011-12-05 09:14:04.300,bompf,jews,[]
4,True,’ jewish saw someone anyone religion would defended people offended ’ stupid people hate people religion ’ called synagogue ’ really matter lol,1 month ago,0.0,UgwNvWJfcuTedAQhXON4AaABAg,0,0.0,2017-12-05 16:22:38.499,UnkownJaketSlayer,jews,[]
Default,False,fake actors might well animatronics cant hire better actors,2 years ago,0.0,UgiqFl_IwD0LB3gCoAEC,1,0.0,2016-01-05 16:26:28.776,CyborgNinja7,jews,[]
5,True,disgusting,1 month ago,0.0,UgwotVoC6YpI4X78uwN4AaABAg,0,0.0,2017-11-08 04:47:54.130,a k,black,[]
Default,False,damn right fags eat poopoo,2 years ago,0.0,UghW3S-GiWnvMHgCoAEC,0,0.0,2015-12-05 04:47:18.568,300pzl,lgbt,[]
Default,False,pitttdog religion biggest department bullshitjesus muhammed represented imaginary fictional godif jesus actually existed common middle eastern arab cousin muhammed presumably white causacian male time stopped believing fairy tales common sense religion made stuffwe know world live today primitive dead jew arab set beliefs way superior,6 years ago,0.0,UgwhVa-e5y3aj8gvK1F4AaABAg,0,0.0,2011-12-05 09:17:39.876,Az D,jews,[]
9,True,least honest unlike millions followers pedophile prophet,2 months ago,0.0,UgwlKsQnCbZ1HQleiC14AaABAg,0,0.0,2017-10-05 09:11:22.726,Sue Blue,jews,[]
Default,False,derka derka muhammed jihad,1 year ago,0.0,UgiclwqSoX34RHgCoAEC,0,0.0,2016-12-05 09:12:54.067,Felicity Garcia,jews,[]
Default,False,completely wrong sir homosexuality natural sort including smoking fornication bestialism born homosexual result jesus heal us disgusting stuff,4 months ago,0.0,UgiFVOMREAF4lXgCoAEC,0,0.0,2017-08-05 04:41:20.955,Tupaq Amaru,lgbt,[]
8,True,god bless israel,2 years ago,0.0,UgiOybZGjGx4J3gCoAEC,1,0.0,2016-01-05 16:26:43.560,Janzayn,jews,[]
9,True,shes fake,1 month ago,0.0,Ugx7sOHgTq4Gj8_oFst4AaABAg,0,0.0,2017-11-08 04:48:03.297,Donovan The 1,black,[]
Default,False,agree tired gay stuff kill nonsense brfore starts home,5 years ago,0.0,Ugzqpp0eIyFNsKbV9vB4AaABAg,0,0.0,2012-12-05 04:48:14.100,TheRealtruthMLM,lgbt,[]
"4,8",True,pray realizes true meaning love pray god intervenes life shows error ways christian believe homosexuality bible teaches mercy wouldve put death sins done living old testament times rebellious parents committing adultery sinning right hand etc thank god dont live times anymore sent could repent saved think killing someone robs chance mercy salvation,6 months ago,1.0,Ughi9cjFgPcE6HgCoAEC,0,1.0,2017-06-05 04:47:18.711,Jacob Lein,lgbt,[]
Default,False,flat gay marriage gay lifestyle point blank questions asked already answered book life called bible,4 months ago,0.0,Ugj95Vzm45pKz3gCoAEC,0,0.0,2017-08-05 04:41:22.898,God Girl,lgbt,[]
"3,9",True,would dead,5 years ago,0.0,UgzHLEdJTil0EoQFz9h4AaABAg,0,0.0,2012-12-05 04:48:23.955,justhammond3,lgbt,[]
9,True,true rascist cops,2 months ago,0.0,UgynlaoCukCKOax2Qul4AaABAg,0,0.0,2017-10-08 04:46:08.086,Shawn Lashley,black,[]
Default,False,actor good dont see wwyd anymore,3 months ago,0.0,UgwZzyNg87oe1I1NsXV4AaABAg,0,0.0,2017-10-05 16:22:46.187,That Girl Bella,jews,[]
"4,9",True,jerkoff consider christian religion promotes violence hatred toward another living well thats god follow,4 years ago,0.0,Ugwqh2BzE4BbOZ8WpxB4AaABAg,0,0.0,2013-12-05 04:47:42.186,Lisa M. Altemose,lgbt,[]
9,True,failed actor pretends believe intellectually embarrassing fairytales living guest national tv program ’ unnatural unnatural insane,1 year ago,0.0,UgipiUTO-dZBg3gCoAEC,0,0.0,2016-12-05 04:43:45.103,Milan Djukic,lgbt,[]
Default,False,kirkisright unnatural idont whatobamaorthe supreme courtsays marriageis wife lordtaught,8 months ago,1.0,Ugj9cJdCrM71YngCoAEC,0,1.0,2017-04-05 04:41:51.960,Joe Halecki,lgbt,[]
Default,False,course hes going jail assault someone duh dumb fucks,1 week ago,0.0,UgyH4wNVZTQMrRU4WBp4AaABAg,0,0.0,2017-12-06 05:29:38.088,X5 ZzGodShotzZ,black,[]
Default,False,bible check zakir naiks videos provided references bible indicating forthecoming dont believe western islam haters islam ive studied islam years ive read quran sure go ahead believe random egyptian author hahahahah reason prophet muhammad regarded top influential person world many books including ones made nonmuslims,5 years ago,0.0,UgwDSIT7Pv0NPpcCy9J4AaABAg,0,0.0,2012-12-05 09:17:02.095,LastRambo341,jews,[]
7,True,never really understood antisemitism see americans might prejudiced muslims terrorist attacks mexicans might feel like taking away jobs jews lol,2 years ago,1.0,UgiW2fzWI5wptHgCoAEC,0,1.0,2016-01-05 16:25:54.730,khalisi89,jews,[]
Default,False,children exposed tv video games friends hang things going determine numerous chats drugsand issues share stand issues decide themself ever cross bridge cant hold onto kids beyond teen years age follow trendssure youre going wild child dont set boundaries theyll walk parents advantageparents blame child mess,1 year ago,1.0,Ughn2f74BxKfOXgCoAEC,0,31.0,2016-12-05 04:42:37.981,Rebecca Meister,lgbt,[]
Default,False,amen keep fighting good fight,4 months ago,1.0,UghH1mT2WfFgi3gCoAEC,1,1.0,2017-08-05 04:47:07.113,TheKingsGuard,lgbt,[]
Default,False,penalty blasphemy according jew christians muslims deaththe pagans probly believed godbut prophetthat reason enough follwers muhammad fight themmuhammad put alongside god says reverebelieve evilchristiansjews tolerated humble bfore muslimsislam religion oppression persecutionit even oppresses womendenying equality,5 years ago,0.0,UgxkTUeIGrGxI17gg6d4AaABAg,0,0.0,2012-12-05 09:16:46.524,gary wersley,jews,[]
9,True,dad ought run truck,5 years ago,0.0,UgyajXI55cdkguNYhx14AaABAg,0,0.0,2012-12-05 04:48:06.596,Oisin Murphy,lgbt,[]
Default,False,bottom line choose believe bible believe gods word believe believe stand god say right everyone right wrong,1 year ago,0.0,UgjTCklvGfVdE3gCoAEC,0,0.0,2016-12-05 04:43:40.526,Calvin Smith,lgbt,[]
Default,False,see would wrong would snuff shorty pick kids cops get respect become targets people black cop would reacted white cop 🐀🐀🐀🐀🐀🐀🐀🐀🐀and🐷🐽🐷🐽🐷🐽🐷🐽🐷this love fdny save lives nypd kill lives fdny run burning buildings matter race nypd cowards law clearly exercised rights constitution wasnt written blacks thats theses things happenon heart went fdny forever brave hearts🌷💛💙💜💚❤❤💓💕💖💞💘💌💋💗a shame cant say fallen police officer,6 months ago,0.0,UgjVqZN_DEbakHgCoAEC,1,0.0,2017-06-08 04:46:57.325,get with the goo,black,[]
Default,False,lol youre probably liberal shows dumb republicans wtf,1 year ago,0.0,UgizFyl0zDa0qHgCoAEC,1,0.0,2017-01-05 16:24:25.584,Obama Rocks,jews,[]
9,True,’ flagging blocking,1 month ago,0.0,UgyuFI5-g-CmRYKmp8B4AaABAg,0,0.0,2017-11-08 04:47:59.160,Lowkey Stevie,black,[]
Default,False,right cameron speak truth love hatefully,1 year ago,1.0,UghkNu7_x_JI63gCoAEC,30,13.0,2016-12-05 04:43:43.007,Pierre Maldonado,lgbt,[]
Default,False,guilty proven innocent crap,1 month ago,0.0,UgyP-52NkwVIPKw98Wx4AaABAg,0,0.0,2017-11-13 05:29:49.018,Rapppid X,black,[]
Default,False,thats right,7 months ago,1.0,UggsOdoIiMKx6HgCoAEC,0,1.0,2017-05-05 04:41:46.324,samuel cuen,lgbt,[]
Default,False,fuck jews,5 months ago,1.0,UgiFPk-W1iXm33gCoAEC,1,1.0,2017-08-05 16:23:03.178,Isaiah loc13,jews,[]
9,True,lol defuq r w nailsi feel like using word hip hop songs makes betteram,2 months ago,0.0,UgxzbI5SNrniigVpuat4AaABAg,0,0.0,2017-10-08 04:48:10.130,Gilian Martin,black,[]
8,True,think inappropriate criticize anyone depictions overall,1 year ago,0.0,UggdGu4sHRwsxHgCoAEC,0,0.0,2017-01-05 16:23:52.227,NET HACKER,jews,[]
Default,False,yeah disable dislikes wigger,1 month ago,0.0,UgzxOoTyo20GO_DrjUN4AaABAg,0,0.0,2017-11-08 04:47:32.715,Alucard Bird_of_hermes,black,[]
Default,False,wookieiam wow gosh r narrow mindedlook saycan even say ur civilized personur judgmentalur pervert,6 years ago,0.0,UgwmokdaWBu8SK6WANp4AaABAg,0,0.0,2011-12-05 09:17:30.787,Cielo,jews,[]
8,True,choose love,3 weeks ago,0.0,UgyvrT22NxE9mssKqgV4AaABAg,0,0.0,2017-11-14 04:40:57.125,ami8,lgbt,[]
Default,False,subtitles please,2 years ago,0.0,UghTMv0GwqMdgngCoAEC,0,0.0,2015-12-05 09:14:17.813,Joel Oropesa,jews,[]
Default,False,nigger right,3 months ago,0.0,UgyNGPiiw6uIUC-AVrx4AaABAg,1,0.0,2017-09-05 04:41:18.965,scaredyet,lgbt,[]
Default,False,homosexuals worry homosexuality,5 months ago,0.0,UggW_p4gl5_cxngCoAEC,0,0.0,2017-07-05 04:41:28.186,izraul hidashi,lgbt,[]
Default,False,devils cursed jews christians knows light darkness review themmuhamad cursed jewschristians b died exactly like devils,5 years ago,0.0,UgxQNipwUFKtU7JerR54AaABAg,0,0.0,2012-12-05 09:17:07.816,Olim Shalom,jews,[]
Default,False,good news god loves homosexual wants save sinful life style,2 years ago,1.0,Ugg202psMuETNXgCoAEC,1,17.0,2015-12-05 04:45:32.166,Royce Nedeleff,lgbt,[]
Default,False,would god bring new book changes everything original law said would stand forever example dont muslims follow sabbath quran says revelation based prophecies bible cant prove bible changed study research compare two books bible quran see true revelation become really clear,3 years ago,1.0,UggAD4-R9kA0BXgCoAEC,9,15.0,2014-12-05 09:15:05.991,Skellitiod,jews,[]
9,True,land freedom like land racism policeisshit,6 months ago,0.0,UggsEDlToiVEE3gCoAEC,0,0.0,2017-06-08 04:46:50.784,Hemo2008 Is here!,black,[]
"4,8",True,live northern nj rarely ever happens disgusting people treat us jewish people especially muslims,1 year ago,0.0,UgjQUwsH7zY8iHgCoAEC,2,0.0,2017-01-05 16:23:45.336,Jason Rothfeld,jews,[]
Default,False,couldnt provide id police officier,5 months ago,0.0,UgjE3ySnjWFKMHgCoAEC,0,0.0,2017-07-08 04:46:46.769,shinobi2119,black,[]
9,True,police dangerous gangs world scared blood crip,6 months ago,0.0,UgjQaPvrR96f6HgCoAEC,0,0.0,2017-06-08 04:46:53.923,Flood Wavvi,black,[]
Default,False,first make original joke,2 months ago,0.0,UgwMoDCDYY4x_DJPvgZ4AaABAg,0,0.0,2017-10-08 04:48:13.058,Galaxy Gaming,black,[]
Default,False,dont blame ugly fat ass bald head jews,3 years ago,0.0,Uggszn945qCpRXgCoAEC,2,0.0,2015-01-05 16:27:02.815,kingtut777,jews,[]
Default,False,fact video dislikes likes rich,9 months ago,0.0,UgixlKHoP5CZlXgCoAEC,0,0.0,2017-03-05 04:45:18.645,Britney Miller,lgbt,[]
"1,8",True,wrong translation word friends incorrect correct word sponsors meaning rely guide may guide self alone may let anyone affect cause may use brainwash make leave religion course surly could jew christian friends like catholic orthodox sides please read submission infoperspectivesstrivingwar­shtml,4 years ago,0.0,UgzveE-D0c1sT52PvhZ4AaABAg,0,0.0,2013-12-05 09:13:02.945,Anis Wave,jews,[]
Default,False,thing experience far subtle anyone actually seen something like,7 months ago,0.0,Ugil2v3s6dHMWHgCoAEC,0,0.0,2017-06-05 16:23:14.419,Tommy Nichols,jews,[]
Default,False,guy allegedly petting girls hand bloodied guy attacking bloodied cops arrived rightfully put cuffs race baiting liberal media perfect example professional cops actually far away bad cops seem,3 months ago,0.0,UgyvJbIf2MatIPGJC0t4AaABAg,0,0.0,2017-09-13 05:30:37.083,Kyle Burroughs,black,[]
Default,False,born gay whole lgbt thing satans attack gods plan pray share gods truth loving way share free christ takes acknowledging sinners repentance allowing jesus work lives,1 year ago,1.0,UghwVcGR1RqutXgCoAEC,90,355.0,2016-12-05 04:42:43.407,princessmagical,lgbt,[]
9,True,mean false god called allah mohammad chose kabah new fascist regime anyone opposed evil cult oooh god yes well done fool,5 years ago,0.0,UgyrnscU1PsYDFjkoW94AaABAg,0,0.0,2012-12-05 09:13:18.104,Soloman1001,jews,[]
Default,False,well magazines time kids still suckling mothers breast magazines portraying boys jcrew wearing pink nail polish point parents need step adjust childs outlandish behavior goes habitual theres response smartass,5 years ago,0.0,UgyYEX-hoGuxGpMpER54AaABAg,0,0.0,2012-12-05 04:48:23.990,ziall16,lgbt,[]
Default,False,cnn exposed covered muslim terrorist hide fact screamed allah akbar fight bring terrorist call racist disagree,5 months ago,0.0,Ugga3ulB9wxky3gCoAEC,0,0.0,2017-07-05 04:41:30.768,FLEETWOOD fleet,lgbt,[]
Default,False,ann coulter sexy angel punish baby biggest jew known domiante every day wake bed every day dont worry makeup honey sexy clothes knee balls first thing morning get dirty bed top dripping sweat spit mouth like long kiss make suck toes lick arse jew hello babe,4 years ago,0.0,UgzBTmb_6_mZhfRaGER4AaABAg,0,0.0,2013-12-05 09:13:50.902,karl whiteman,jews,[]
Default,False,religious people christian jews muslims intolerant way,9 years ago,0.0,Ugw8ZacA12IU42QPE_d4AaABAg,0,0.0,2008-12-05 09:14:11.284,Tim,jews,[]
Default,False,society gays would last generation therefore unnatural,2 years ago,1.0,UgjegirvExN7D3gCoAEC,33,71.0,2015-12-05 04:45:32.135,ZIPPER978,lgbt,[]
9,True,lmaoo clown absolute bozo guy cant answer hypothetical question wow humanitarian bad guy doesnt degenerative disease,2 years ago,1.0,Ugi_423hpJS4GHgCoAEC,1,1.0,2015-12-05 04:47:55.950,twostikks1,lgbt,[]
Default,False,good preaching,2 years ago,0.0,Ugj0yVJVDmo2s3gCoAEC,0,0.0,2015-12-05 04:45:53.275,8ElionAdvancing8,lgbt,[]
Default,False,seems muslims today still ashamed daughterbcos allowed go must covered head foot company male relativemuslims still practice inter faith warsmuslim muslim bcos different denomination otherin early part life muhammad worshipped venus aluzza planetary godswhich even today enjoy great veneration among muslims daughters gods worlds collisionp,4 years ago,0.0,UgzIxk2gkBNg-iTsUyd4AaABAg,0,0.0,2013-12-05 09:16:12.845,gary wersley,jews,[]
